"row"	"plate"	"well"	"media"	"strain"	"model"	"lag.time, hrs"	"lag.time.SE, hrs"	"inflection.time, hrs"	"max.spec.growth.rate, log.OD/hr"	"max.spec.growth.rate.SE, log.OD/hr"	"baseline, log.OD"	"baseline.SE, log.OD"	"amplitude, log.OD"	"amplitude.SE, log.OD"	"plateau, log.OD"	"inoc.log.OD"	"max.log.OD"	"projected.growth, log.OD"	"achieved.growth, log.OD"	"baseline.OD"	"amplitude.OD"	"plateau.OD"	"inoc.OD"	"max.OD"	"projected.growth.OD"	"achieved.growth.OD"	"shape.par"	"shape.par.SE"	"R.squared"	"RSS"	"empty"	"asymp.not.reached"	"tank"	"other"	"pdf.file"	"page.no"	"Destination.plate.name"	"Well.ID"	"Plate.source"	"Well.Source"	"Media.Definition"
46	"YPDAFEXglucoseTests_2-25-10"	"F06"	"Empty"	"Empty"	"logistic sigmoid."	9.73707675795057	0.0985970533305578	14.6811622222222	0.0827678159518767	0.00119202041574655	-0.000880352187845948	0.00297599235664884	0.821196181140969	0.00723578634320824	0.820315828953123	0.00130662738981984	0.80016942429868	0.819009201563303	0.79886279690886	-0.000879964791548726	1.27321739163809	1.27121704036991	0.00130748139930459	1.22591802114689	1.2699095589706	1.22461053974758	NA	NA	0.997343483064722	0.0337108649740508	"E*"	"L"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	47	"Control strain plate"	"Empty"	"Empty"	"Empty"	"Empty"
47	"YPDAFEXglucoseTests_2-25-10"	"G06"	"Empty"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	48	"Control strain plate"	"Empty"	"Empty"	"Empty"	"Empty"
48	"YPDAFEXglucoseTests_2-25-10"	"H06"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	49	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
49	"YPDAFEXglucoseTests_2-25-10"	"A07"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	50	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
50	"YPDAFEXglucoseTests_2-25-10"	"B07"	"AFEX"	"Lab strain"	"richards sigmoid"	3.77043529293613	0.0360628422979525	7.69807694444444	0.0922143076373947	0.000396448194603239	0.0415079420521979	0.00249398077489825	0.670137254883342	0.00244318042181785	0.71164519693554	0.0610249599211764	0.711620409573069	0.650620237014363	0.650595449651893	0.0423814404664091	0.954505567660092	1.03734032901714	0.0629254443914062	1.03728982934981	0.974414884625737	0.974364384958405	1.49636190326278	0.0645036016880811	0.999821079386736	0.00149128792010239	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	51	"Control strain plate"	"Sample"	"USDA"	""	"AFEX"
51	"YPDAFEXglucoseTests_2-25-10"	"C07"	"AFEX+0.25% glucose"	"Lab strain"	"richards sigmoid"	3.81401380371595	0.0414172658123116	7.84107527777778	0.0912912497086539	0.000430847222656137	0.0416798125769253	0.00284816947390064	0.69143284133484	0.00278081561682767	0.733112653911766	0.0607785098125833	0.73305639362929	0.672334144099182	0.672277883816707	0.0425606105081318	0.996574258830031	1.08154967821066	0.0626635185773581	1.08143257293199	1.0188861596333	1.01876905435464	1.38211643616927	0.068441420394402	0.999776277423773	0.00199878407126496	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	52	"Control strain plate"	"Sample"	"USDA"	""	"AFEX+0.25% glucose"
52	"YPDAFEXglucoseTests_2-25-10"	"D07"	"AFEX+0.5% glucose"	"Lab strain"	"richards sigmoid"	4.10969518183839	0.0412228717219101	8.43690166666667	0.0887040084623295	0.000394405492929288	0.0340862871852733	0.00276975733383969	0.70953425876434	0.00269646137747281	0.743620545949613	0.0553702983243347	0.743521928280257	0.688250247625278	0.688151629955922	0.034673881973359	1.03304416561189	1.10353769905694	0.0569319223405151	1.10333026330024	1.04660577671642	1.04639834095972	1.51337755174144	0.0684110305817092	0.999797902728699	0.00192728932795894	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	53	"Control strain plate"	"Sample"	"USDA"	""	"AFEX+0.5% glucose"
53	"YPDAFEXglucoseTests_2-25-10"	"E07"	"AFEX+1% glucose"	"Lab strain"	"richards sigmoid"	4.24887937601734	0.0432115785663927	8.81823055555555	0.0859527181410838	0.000375029672246797	0.0356447291331235	0.00283858611378653	0.730548134285546	0.00274599564832944	0.766192863418669	0.0570847529310588	0.765947841016383	0.70910811048761	0.708863088085324	0.0362876182839384	1.07621834228765	1.15155936096669	0.0587455383807147	1.15103224530362	1.09281382258598	1.0922867069229	1.43679372443259	0.0664148620205159	0.999795584571703	0.00207184898977108	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	54	"Control strain plate"	"Sample"	"USDA"	""	"AFEX+1% glucose"
54	"YPDAFEXglucoseTests_2-25-10"	"F07"	"AFEX+2% glucose"	"Lab strain"	"richards sigmoid"	4.18007396642371	0.0466407733724283	8.81823055555555	0.0839684559025767	0.000369760007946289	0.0335662062693272	0.00302321134929714	0.761208314991861	0.00289043066835203	0.794774521261188	0.0523578984758354	0.794000059559319	0.742416622785352	0.741642161083483	0.0341359077403089	1.14086149330819	1.21394174372853	0.0537528115582857	1.21222779441756	1.16018893217025	1.15847498285928	1.13197498623035	0.0608907037432053	0.999775581271097	0.00245341232352351	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	55	"Control strain plate"	"Sample"	"USDA"	""	"AFEX+2% glucose"
55	"YPDAFEXglucoseTests_2-25-10"	"G07"	"AFEX+5% glucose"	"Lab strain"	"richards sigmoid"	4.31631141456833	0.0375067738225389	9.10422722222222	0.0746869165814573	0.000251011212616688	0.0449034082917984	0.00217539454600581	0.811374096629365	0.0020199781451565	0.856277504921164	0.0531730581528585	0.847610694845515	0.803104446768305	0.794437636692656	0.0459268271704429	1.25099895262068	1.35438019247854	0.0546121385565925	1.33406339459093	1.29976805392195	1.27945125603434	0.475355275365838	0.0354989182491613	0.99984356158066	0.00187490302158927	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	56	"Control strain plate"	"Sample"	"USDA"	""	"AFEX+5% glucose"
56	"YPDAFEXglucoseTests_2-25-10"	"H07"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	57	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
57	"YPDAFEXglucoseTests_2-25-10"	"A08"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	58	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
58	"YPDAFEXglucoseTests_2-25-10"	"B08"	"AFEX"	"Wild strain"	"richards sigmoid"	2.71231721101246	0.051377222191618	6.24426055555555	0.114869798087755	0.000679522317637316	0.0686814145642472	0.00460568272264885	0.729956501290573	0.00454362062059059	0.798637915854821	0.10099640348141	0.798636815214796	0.697641512373411	0.697640411733386	0.0710949195446084	1.07499034630887	1.22251161803554	0.10627266302607	1.22250917185165	1.11623895500947	1.11623650882558	1.70292251675116	0.10179548101048	0.999686879664103	0.00266681050440312	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	59	"Control strain plate"	"Sample"	"USDA"	""	"AFEX"
59	"YPDAFEXglucoseTests_2-25-10"	"C08"	"AFEX+0.25% glucose"	"Wild strain"	"richards sigmoid"	3.01070188606209	0.0455540510180634	6.55409027777778	0.115107998074341	0.000641488536342826	0.0614813761638786	0.00401667627257402	0.743382938801471	0.00395687893333818	0.804864314965349	0.0885306662587629	0.804861736607772	0.716333648706586	0.716331070349009	0.0634106915579287	1.10303794283843	1.23639303316638	0.0925677570623027	1.23638726695289	1.14382527610408	1.14381950989059	1.57881072796814	0.0887320125722592	0.999717695034928	0.00263054987530885	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	60	"Control strain plate"	"Sample"	"USDA"	""	"AFEX+0.25% glucose"
60	"YPDAFEXglucoseTests_2-25-10"	"D08"	"AFEX+0.5% glucose"	"Wild strain"	"richards sigmoid"	2.97864249972838	0.0440943285573364	6.55409027777778	0.114576828102917	0.000592514268492699	0.0574375614416587	0.0038875686917152	0.760494448227834	0.00382450823238821	0.817932009669493	0.0846335570605372	0.817926981908608	0.733298452608956	0.733293424848071	0.059119138718029	1.13933374880962	1.26580931746965	0.0883181871040035	1.26579792555084	1.17749113036565	1.17747973844683	1.48473851369249	0.0802727796034772	0.999751240782926	0.00242858216652038	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	61	"Control strain plate"	"Sample"	"USDA"	""	"AFEX+0.5% glucose"
61	"YPDAFEXglucoseTests_2-25-10"	"E08"	"AFEX+1% glucose"	"Wild strain"	"richards sigmoid"	2.92985461453388	0.0457749726886301	6.57792333333333	0.113561152688866	0.000574978160263558	0.060472124586291	0.00402516587449496	0.782067831893148	0.00395231319695858	0.842539956479439	0.0880742344239483	0.842528715447582	0.754465722055491	0.754454481023634	0.0623379840467781	1.18598785054918	1.32225792630317	0.0920691881463056	1.32223182187456	1.23018873815686	1.23016263372825	1.37581261909432	0.0764095517760612	0.999754748600533	0.00252958095458289	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	62	"Control strain plate"	"Sample"	"USDA"	""	"AFEX+1% glucose"
62	"YPDAFEXglucoseTests_2-25-10"	"F08"	"AFEX+2% glucose"	"Wild strain"	"richards sigmoid"	3.04342230131477	0.0449382687527419	6.81625388888889	0.111344220886614	0.00053211483862603	0.0556626629934722	0.00387136841849492	0.807214512297039	0.00378851478092936	0.862877175290511	0.0817091172313295	0.862843943373837	0.781168058059181	0.781134826142507	0.0572409770684312	1.24165517922426	1.36996971193357	0.0851401153555837	1.36989095460621	1.28482959657798	1.28475083925063	1.25155544499941	0.0687282596513218	0.999773222693453	0.00254586287935126	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	63	"Control strain plate"	"Sample"	"USDA"	""	"AFEX+2% glucose"
63	"YPDAFEXglucoseTests_2-25-10"	"G08"	"AFEX+5% glucose"	"Wild strain"	"richards sigmoid"	3.40984196234943	0.0273360225985238	7.17374972222222	0.104909950247054	0.000320509638786788	0.0670946887710371	0.00214797629965173	0.835221165477497	0.00207744941670489	0.902315854248534	0.0807525020643599	0.901946971348112	0.821563352184174	0.821194469283752	0.0693967332430874	1.30532384995973	1.46530579421431	0.0841025502173454	1.46439655277464	1.38120324399697	1.38029400255729	0.753286731439822	0.0336141517371988	0.999897955876558	0.00130605700907156	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	64	"Control strain plate"	"Sample"	"USDA"	""	"AFEX+5% glucose"
64	"YPDAFEXglucoseTests_2-25-10"	"H08"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	65	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
65	"YPDAFEXglucoseTests_2-25-10"	"A09"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	66	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
66	"YPDAFEXglucoseTests_2-25-10"	"B09"	"AFEX"	"Industrial strain"	"richards sigmoid"	2.43102440775711	0.0454605985590097	5.50543583333333	0.126842367574397	0.000788090696060512	0.0539690230506907	0.00446798137137374	0.690558562368951	0.00442509749533481	0.744527585419641	0.0857310638249255	0.74452755483612	0.658796521594716	0.658796491011195	0.0554519069684636	0.994829458783827	1.10544655635026	0.0895132793671187	1.10544649195829	1.01593327698314	1.01593321259117	1.86325174039779	0.111013983680208	0.999682108231503	0.00226178478453787	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	67	"Control strain plate"	"Sample"	"Internal source"	""	"AFEX"
67	"YPDAFEXglucoseTests_2-25-10"	"C09"	"AFEX+0.25% glucose"	"Industrial strain"	"richards sigmoid"	2.48092971341753	0.0462358408909463	5.62460111111111	0.126022327995321	0.000766265198216623	0.0498912361992905	0.00451231731412719	0.714630509305857	0.00446315308100269	0.764521745505147	0.0803254380277494	0.764521612664574	0.684196307477398	0.684196174636825	0.0511567623538203	1.04343151382482	1.14796685416386	0.0836396678533904	1.14796656882673	1.06432718631047	1.06432690097334	1.6892416239556	0.102428344960951	0.999685472160361	0.00245503448373934	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	68	"Control strain plate"	"Sample"	"Internal source"	""	"AFEX+0.25% glucose"
68	"YPDAFEXglucoseTests_2-25-10"	"D09"	"AFEX+0.5% glucose"	"Industrial strain"	"richards sigmoid"	2.42408640744135	0.0532786618803828	5.62460111111111	0.124384376977411	0.000823105161949976	0.0492950122622815	0.00516311815303983	0.727641420856731	0.00510226521814267	0.776936433119012	0.0803276492472531	0.776936116027565	0.696608783871759	0.696608466780311	0.0505302243276007	1.07019213302561	1.17479940590863	0.0836420640212081	1.17479871629844	1.09115734188742	1.09115665227723	1.58714593821028	0.108898701673299	0.999619231516236	0.00307919508939737	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	69	"Control strain plate"	"Sample"	"Internal source"	""	"AFEX+0.5% glucose"
69	"YPDAFEXglucoseTests_2-25-10"	"E09"	"AFEX+1% glucose"	"Industrial strain"	"richards sigmoid"	2.3516083906569	0.0596596631244507	5.69610027777778	0.122918277329311	0.000825310524938601	0.0456238028839663	0.00577234400145717	0.757677923259936	0.00569718881396185	0.803301726143903	0.0794802281473059	0.803300765454603	0.723821497996597	0.723820537307297	0.0466805786671931	1.1333167393977	1.23290119927319	0.0827241518553661	1.23289905414994	1.15017704741783	1.15017490229457	1.50943196721409	0.109906089971898	0.999597425228284	0.00351671862436235	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	70	"Control strain plate"	"Sample"	"Internal source"	""	"AFEX+1% glucose"
70	"YPDAFEXglucoseTests_2-25-10"	"F09"	"AFEX+2% glucose"	"Industrial strain"	"richards sigmoid"	2.5236010165651	0.0587446480551128	5.93443083333333	0.120073445181908	0.000783304897530514	0.0450247442396835	0.00549978744950499	0.786911440589629	0.00540921373997301	0.831936184829312	0.0732958505454819	0.831929765474958	0.75864033428383	0.758633914929476	0.0460537433930304	1.19660160399639	1.29776333060356	0.0760488394635108	1.29774858049386	1.22171449114005	1.22169974103035	1.2397630247936	0.0944772278955165	0.999601760903923	0.00394547420222901	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	71	"Control strain plate"	"Sample"	"Internal source"	""	"AFEX+2% glucose"
71	"YPDAFEXglucoseTests_2-25-10"	"G09"	"AFEX+5% glucose"	"Industrial strain"	"richards sigmoid"	2.58690524730753	0.0503605394422555	6.17276138888889	0.109989495010269	0.000552298616707589	0.0475039668950725	0.00430649396880978	0.83068144919568	0.00419058755640174	0.878185416090752	0.0684271066193943	0.878046704871374	0.809758309471358	0.80961959825198	0.0486503609989841	1.2948820530738	1.40652889340594	0.0708225662291506	1.40619510399936	1.33570632717678	1.33537253777021	0.776030021315298	0.0590320987662605	0.999743045862095	0.00295407387389294	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	72	"Control strain plate"	"Sample"	"Internal source"	""	"AFEX+5% glucose"
72	"YPDAFEXglucoseTests_2-25-10"	"H09"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	73	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
73	"YPDAFEXglucoseTests_2-25-10"	"A10"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	74	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
74	"YPDAFEXglucoseTests_2-25-10"	"B10"	"AFEX"	"Engineered strain"	"richards sigmoid"	2.17498330451382	0.0502798395951241	5.12410694444444	0.122218804779539	0.000784428545413071	0.0435682252869189	0.00476512105024793	0.699692212079932	0.00470444935542924	0.743260437366851	0.0678435113592805	0.743259718765618	0.67541692600757	0.675416207406337	0.0445312553256874	1.01313299408815	1.10278033345246	0.0701978215718182	1.10277882239246	1.03258251188064	1.03258100082064	1.18141837167591	0.0894530619922231	0.999633683586648	0.00265620405353138	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	75	"Control strain plate"	"Sample"	"ATCC"	""	"AFEX"
75	"YPDAFEXglucoseTests_2-25-10"	"C10"	"AFEX+0.25% glucose"	"Engineered strain"	"richards sigmoid"	2.51277041358427	0.0385075634064252	5.50543583333333	0.124302687102611	0.000662579603795554	0.0363365047244458	0.00363658784524449	0.715682301787501	0.00358889800467861	0.752018806511947	0.0575296223014987	0.75201790943738	0.694489184210448	0.694488287135881	0.0370047447805615	1.04558191041505	1.12127814693769	0.0592166466248745	1.12127624399387	1.06206150031282	1.062059597369	1.22124196187785	0.0728117473772727	0.999746251949321	0.00205128571327075	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	76	"Control strain plate"	"Sample"	"ATCC"	""	"AFEX+0.25% glucose"
76	"YPDAFEXglucoseTests_2-25-10"	"D10"	"AFEX+0.5% glucose"	"Engineered strain"	"richards sigmoid"	2.53563260737677	0.0376782240880802	5.60076805555555	0.122775490964049	0.000617718940237756	0.0383224027816064	0.00352849516406259	0.723989555808605	0.00348019897003327	0.762311958590212	0.0604113492179259	0.762310653602122	0.701900609372286	0.701899304384196	0.0390661767078291	1.06264585810741	1.14322554568591	0.0622734220263796	1.14322274880392	1.08095212365953	1.08094932677754	1.22916202573701	0.0694532756349596	0.999772141364762	0.00189783824442075	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	77	"Control strain plate"	"Sample"	"ATCC"	""	"AFEX+0.5% glucose"
77	"YPDAFEXglucoseTests_2-25-10"	"E10"	"AFEX+1% glucose"	"Engineered strain"	"logistic sigmoid."	2.60565520411145	0.0279148207786424	5.67226722222222	0.122180167529517	0.000572646164016784	0.0367511554868138	0.00173132045208087	0.75510174924411	0.00189799830326426	0.791852904730924	0.0552120643649708	0.791846881057418	0.736640840365953	0.736634816692447	0.0374348287497246	1.12782801723342	1.20748289466742	0.0567646930486905	1.20746959755124	1.15071820161873	1.15070490450255	NA	NA	0.999760229166242	0.00222986115644153	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	78	"Control strain plate"	"Sample"	"ATCC"	""	"AFEX+1% glucose"
78	"YPDAFEXglucoseTests_2-25-10"	"F10"	"AFEX+2% glucose"	"Engineered strain"	"logistic sigmoid."	2.59552092034145	0.0233507552285751	5.7914325	0.12311239814861	0.000459924953718036	0.0376321525320693	0.00147723901592513	0.788206013379693	0.00162316638429969	0.825838165911762	0.0581595525832075	0.82582810286149	0.767678613328555	0.767668550278282	0.0383492084922821	1.19944710612095	1.28379416176132	0.0598840894646306	1.2837711799415	1.22391007229669	1.22388709047687	NA	NA	0.999844012469462	0.00158372380662876	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	79	"Control strain plate"	"Sample"	"ATCC"	""	"AFEX+2% glucose"
79	"YPDAFEXglucoseTests_2-25-10"	"G10"	"AFEX+5% glucose"	"Engineered strain"	"richards sigmoid"	2.65619332146438	0.0304232772610151	6.00593	0.113927548226674	0.000394015356154558	0.0448535113624544	0.00262903429411648	0.830698452896991	0.00255902360970839	0.875551964259445	0.0596126030160059	0.875406838654098	0.815939361243439	0.815794235638092	0.0458746399354508	1.29492107489454	1.4001997528856	0.0614252739377605	1.39985144771812	1.33877447894784	1.33842617378036	0.630436857242866	0.0359660377290858	0.999878122228538	0.0014247167012055	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	80	"Control strain plate"	"Sample"	"ATCC"	""	"AFEX+5% glucose"
80	"YPDAFEXglucoseTests_2-25-10"	"H10"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	81	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
81	"YPDAFEXglucoseTests_2-25-10"	"A11"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	82	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
82	"YPDAFEXglucoseTests_2-25-10"	"B11"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	83	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
83	"YPDAFEXglucoseTests_2-25-10"	"C11"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	84	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
84	"YPDAFEXglucoseTests_2-25-10"	"D11"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	85	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
85	"YPDAFEXglucoseTests_2-25-10"	"E11"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	86	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
86	"YPDAFEXglucoseTests_2-25-10"	"F11"	"None"	"Empty"	"richards sigmoid"	14.4916170457847	0.0217082069318843	18.6612825	0.0889624209370597	0.000433181631551599	0.00193467418446847	0.000448535101404725	0.976169168246482	0.0129778271847923	0.97810384243095	0.00193467418448112	0.752023542360525	0.976169168246469	0.750088868176044	0.00193654687405509	1.65426868422052	1.65940879994385	0.00193654687406775	1.12128819301358	1.65747225306978	1.11935164613951	0.07	0.0304918969768742	0.999799864971328	0.00156360720906969	"E*"	"U"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	87	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
87	"YPDAFEXglucoseTests_2-25-10"	"G11"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	88	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
88	"YPDAFEXglucoseTests_2-25-10"	"H11"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	89	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
89	"YPDAFEXglucoseTests_2-25-10"	"A12"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	90	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
90	"YPDAFEXglucoseTests_2-25-10"	"B12"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	91	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
